13754,6255,11343,4361,11147,8145,12052,8068,14892,819
8145,6255,13754,11343,11147,4361,4805,4710,10397,819
11007,13660,16903,8875,7086,8958,14517,10984,6255,13754
6255,13754,11343,8145,11147,4361,10397,4710,819,4805
6255,13754,8145,11343,11147,4710,10397,4361,819,2425
13754,6255,11343,8145,11147,4361,10397,4710,819,17730
8145,6255,11343,13754,11147,4361,4710,4805,10397,514
6255,13754,11343,8145,11147,10397,4710,4361,819,514
6255,13754,11343,8145,11147,10397,4361,4710,819,4805
9825,1881,1016,10653,9618,6062,5607,3039,9393,14561
7601,16758,17586,10207,10757,1402,348,8011,11717,5130
6255,11343,10548,13754,8145,11147,17730,6402,12417,5849
6851,16004,4721,13348,8889,16213,13726,7783,9639,15260
6255,13754,11343,8145,11147,10397,4361,819,4710,4805
6255,13754,8145,11343,11147,4361,819,4710,14892,10397
6255,13754,8145,11343,11147,10397,4361,4710,4805,819
11917,9097,11041,13071,9637,491,4514,4282,11396,10082
9736,7277,8145,6255,13754,11343,4361,11147,10397,819
13754,6255,11343,11147,8145,10397,16874,16353,4361,4805
13754,6255,11343,8145,11147,10397,4361,17730,4710,4805
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
9683,9384,5452,9803,16934,1807,15274,5739,17443,11435
12828,6255,11343,13754,8145,2317,11147,4361,10397,6769
16576,15712,13212,3447,8145,6255,13754,15655,11343,11147
11557,17426,5833,12202,3449,17712,5056,4141,9285,7861
5380,10534,5188,4312,6255,13754,8145,11343,11147,3938
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
13754,6255,8145,11343,11147,4361,10397,4710,819,514
15844,14067,15915,11656,10397,15261,12615,3398,15894,17104
6255,8145,13754,11343,11147,4710,4361,10397,819,14892
8296,351,6512,4082,6073,15865,12631,1503,3040,13827
8507,13754,6255,11343,11147,8145,10397,4805,4361,4710
13754,6255,11343,8145,11147,10397,4361,819,4710,4805
12216,6255,13754,11343,8145,11147,10397,4361,1382,4710
11180,9894,8114,15274,8308,3256,1807,6937,6255,13754
6255,13754,8145,11343,11147,4710,10397,4361,819,4805
6255,8145,13754,11343,11147,4361,10397,2425,819,4710
2528,8734,15694,8145,6255,10869,13754,11343,13212,548
13754,6255,11343,8145,11147,10397,4361,4710,819,4805
6255,8145,13754,11343,11147,4710,4361,10397,819,14892
13754,6255,11343,8145,11147,10397,10548,4805,4361,4710
16191,7862,2154,11766,14713,1293,1936,13236,15523,6345
6255,8145,13754,11343,11147,4361,10397,4710,2425,819
6255,13754,8145,4361,11343,11147,11703,6769,4710,5619
17452,15705,982,14421,700,13553,7222,9941,7586,3807
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
9317,8145,6255,13754,11343,4361,11147,4710,10397,14892
10214,15274,6255,13754,7549,11343,8145,11180,11147,1053
8911,15953,12557,12081,13754,6255,11343,11147,8145,4361
3833,5549,8795,10397,17120,15894,12244,16330,11418,12615
6255,13754,11343,8145,11147,10397,4361,4710,1951,5619
12262,15328,4780,15284,13310,2103,10703,11810,8629,10911
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
13754,6255,11343,8145,11147,10397,4710,4361,819,2425
13754,6255,11343,11147,8145,4361,10397,4710,819,4805
6773,2645,7186,8068,12989,17730,15985,40,10331,14892
13754,6255,11343,8145,11147,10397,4361,4710,819,2425
6255,13754,11343,8145,11147,10397,4361,4710,819,40
15694,5749,8145,6255,4361,13754,11343,10869,16027,11147
9536,743,13111,866,12005,8748,4759,2743,9893,10193
6255,8145,13754,11343,11147,4361,10397,40,4710,2425
11348,11736,7821,17072,2968,6255,13754,6392,8145,1382
6255,13754,17730,2425,11343,8145,40,11147,819,4361
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
15348,10246,6932,12989,15985,398,7186,40,6008,16760
5702,9791,13021,2074,16651,1153,3657,15017,9286,4157
14807,17390,3949,7652,17492,8920,6255,8145,13754,11343
13754,17730,6255,11343,8068,11147,8145,6769,10331,4361
13754,6255,11343,11147,8145,4361,10397,2425,4805,819
6255,13754,11343,8145,11147,14892,8068,4361,17730,10397
13754,6255,11343,11147,8145,4361,10397,819,4710,4805
15698,16936,10763,344,7864,10140,208,14213,13657,13556
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
6255,13754,11343,8145,11147,10397,4710,4361,819,11935
13754,6255,11343,8145,11147,10397,4710,4361,819,2743
2257,1382,12121,6255,13754,8145,11343,11147,10397,4794
2850,15673,10336,8177,13090,12190,9239,9612,8231,284
6255,13754,8145,11343,11147,10397,4710,4361,819,2425
6255,13754,8145,11343,11147,10397,4710,4361,819,2425
6255,13754,11343,8145,11147,4465,10397,4361,14892,4710
6255,13754,11343,8145,11147,10397,4710,4361,4805,819
9079,4887,1975,6126,5169,6301,1099,1139,8708,10924
13754,6255,11343,11147,8145,10397,4361,4805,2425,819
6255,13754,8145,11343,11147,10397,4361,4710,819,2425
13754,6255,11343,8145,11147,819,2425,4361,10397,514
10381,14499,4021,6678,2929,13754,12097,1330,8145,9440
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
6255,13754,11343,8145,11147,4361,10397,4710,819,2425
11332,8145,13115,6255,11343,13754,11147,4361,4710,10397
16708,12551,17762,13392,15935,2300,10878,11024,4173,6246
6255,13754,8145,11343,11147,10397,4361,4710,819,4805
13754,6255,11343,8145,11147,10397,4361,819,4710,514
13754,6255,11343,11147,8145,10397,4361,4710,4805,6330
13754,6255,11343,8145,11147,5010,4361,10397,819,4710
1783,6789,9800,9741,6255,13754,11343,8145,16590,11147
7067,6255,13754,8145,5451,11343,11147,4361,819,10397
6255,13754,11343,8145,11147,4361,10397,4710,819,2425
13754,6255,8145,11343,11147,10397,11935,4710,4361,4805
6833,5558,2975,16705,14892,6255,8145,40,14377,10397
4282,3666,13553,12515,10397,8145,17208,6255,5667,12094
5950,5269,10397,6255,4129,13754,8145,11343,914,11147
8145,6255,13754,11343,11147,4361,819,2425,10397,4710
1918,6255,8145,13754,11343,11147,4361,819,10397,2425
6255,13754,8145,11343,11147,4361,10397,4710,819,4805
15574,116,15278,11023,4688,17445,17726,17155,1252,6007
13754,6255,10397,8145,11343,11147,4361,4710,15894,819
14103,11354,1257,6875,9575,14339,10690,11730,548,81
6255,8145,13754,11343,11147,4361,4710,10397,2425,819
787,5923,6988,9048,4804,13438,15424,14197,2177,17338
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
6255,13754,11343,8145,11147,4361,10397,819,2425,4710
3010,12230,37,11748,4014,1724,12167,4624,10006,9299
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
17352,8397,6255,8145,13754,11343,11147,4710,10397,4361
6255,13754,11343,8145,11147,10397,4361,4710,2425,819
13754,6255,11343,11147,8145,4361,10397,4710,819,2425
13754,6255,11343,11147,8145,10397,4361,4710,4805,819
6255,13754,11343,11290,8145,11147,10397,4710,4361,11935
1286,9769,9371,4716,8145,2317,7975,5688,15049,6255
9741,6255,13754,11343,8145,11147,10397,4710,4361,4805
1568,3848,13553,16677,11200,1790,40,10548,2721,11150
1226,4201,16486,994,11344,2425,3844,6773,514,13754
10567,8214,3987,5644,11157,6497,2264,2736,13553,675
13754,6255,11343,11147,8145,4361,10397,4710,819,4805
12784,3924,3253,6930,5792,12475,467,10167,14669,7510
8995,6255,1807,13754,8145,11343,5114,11147,4361,10397
13754,6255,11343,11147,8145,4361,10397,819,4710,4805
6255,13754,8145,11343,11147,10397,4710,4361,819,2425
13754,6255,8145,11343,11147,4361,4710,10397,2425,819
6255,8145,13754,11343,11147,4361,10397,4710,819,11935
12055,6672,6059,11804,6720,6436,4913,7986,11770,17148
13036,9180,9166,6744,17658,6896,10506,697,5423,9503
5844,7307,3869,7269,11845,11041,4556,7646,4593,8535
6255,13754,8145,11343,11147,4361,10397,4710,819,4805
6255,13754,8145,11343,11147,10397,4361,4710,819,4805
6255,13754,8145,11343,10397,11147,4361,4710,10548,819
6255,13754,11343,8145,11147,10397,4710,4361,819,2425
13754,6255,11343,11147,10397,8145,4361,4710,4805,819
11343,13754,6255,11147,8145,4361,10397,4805,819,2425
6255,13754,11343,8145,11147,10397,4361,4710,2425,4805
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
4546,14606,3002,2851,17011,12905,12618,337,14616,6510
14213,15726,13556,13657,6654,7983,15922,5407,13405,8145
1161,6255,13754,8145,11343,11147,819,4361,4710,10397
6255,13754,8145,11343,11147,10397,4710,2425,4361,819
4092,3398,10397,15261,12615,15915,11656,17717,2969,15844
6255,13754,8145,11343,10397,11147,4710,4361,819,9171
6255,13754,8145,11343,11147,4361,10397,4710,819,2425
11725,14492,13425,7153,15766,10531,4710,4821,10251,6255
16758,8645,8022,15985,12807,9886,974,2028,10302,6256
8145,6255,13754,11343,11147,4361,10397,4710,514,819
13754,6255,8145,11343,11147,4361,10397,4710,819,4805
6255,13754,11343,8145,11147,10397,4361,819,4710,14892
13754,6255,8145,11343,11147,4361,10397,4710,819,4805
6255,8145,13754,11343,11147,10397,4361,4710,2425,819
13754,6255,11343,11147,8145,4361,10397,819,4710,4805
10597,7165,9428,942,4404,11809,888,9405,15305,17229
12177,1349,14287,5474,15026,7906,250,16492,6308,9621
2098,15007,12728,12270,9185,2680,14707,12240,6216,6673
17730,13754,6255,11343,6932,8068,11147,14892,4361,8145
6255,8145,13754,4361,11343,14892,11147,10397,4710,7067
13754,6255,11343,8145,11147,10397,4361,4710,819,2425
6255,13754,8145,11343,11147,4710,4361,10397,819,2425
17639,16488,6255,8145,13754,11343,11147,4361,4710,10397
6255,13754,8145,11343,11147,10397,4710,4361,819,2425
8145,10397,6255,6402,13754,4361,10548,11343,9475,9371
10869,9371,6255,8145,13754,11343,548,12828,11147,6402
6255,13754,11343,8145,11147,4361,10397,4710,819,4805
8145,6255,13754,11343,11147,4361,10397,4710,819,2425
6255,13754,8145,11343,11147,4361,10397,819,4710,2425
6255,13754,8145,11343,11147,10397,4710,4361,819,4805
16382,6255,13754,8145,11343,14892,11147,4710,4361,40
10430,11158,3761,8145,6255,13754,11343,11147,4361,819
10528,17726,11019,7219,9639,16273,12146,13970,6007,17615
2370,3741,16222,4283,5954,12670,13377,3314,7423,11753
13185,1037,511,6925,5722,15087,12711,17716,11435,2548
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
13754,6255,11343,11147,8145,4361,10397,4805,819,2425
6255,13754,11343,8145,11147,10397,4361,4710,819,12828
6255,8145,11343,13754,4361,11147,819,10397,14892,4710
6255,13754,11343,8145,11147,4361,10397,4710,4805,819
17260,2480,6255,13754,8145,11343,11147,4710,10397,7186
6255,13754,8145,11343,11147,10397,4361,4710,4805,13235
6875,4031,8145,6255,13754,11343,9371,11147,4361,12032
1349,223,12177,14287,5474,7906,15026,16492,9621,10286
15615,254,11253,16969,3639,11262,7689,4708,3920,2112
12138,12977,10098,7167,396,906,9392,12439,3867,3338
13754,6255,11343,11147,8145,10397,4361,4805,4710,819
7166,16681,8145,6255,7186,3307,6769,819,6837,13754
11546,10107,8395,11599,452,16761,15580,6340,318,4230
3550,7554,17132,7921,15699,11083,7635,10735,12001,5148
5036,17658,10506,9166,11942,6896,4966,7944,1857,6255
8145,6255,13754,11343,2425,6216,819,11147,4361,514
6255,13754,11343,8145,11147,4361,10397,4710,819,4805
9741,6255,8145,13754,11343,11147,4710,8846,4361,9639
8348,13805,3304,8153,8145,13115,1771,6255,4573,13754
5318,1729,4625,13016,13169,15395,11743,7928,8599,15422
6255,13754,11343,8145,11147,10397,4361,4710,819,2425
8145,13754,6255,11343,11147,4361,10397,4710,819,4805
13754,6255,11343,8145,11147,10397,4710,4361,819,4805
3851,15486,6255,13754,8145,11343,11147,10397,4710,4361
1181,3539,17367,13537,1257,16685,11688,15694,10869,11633
4146,671,5498,2520,8253,12274,6162,15243,11339,15133
12183,11163,16710,12529,15069,13128,8939,9785,4782,6785
8145,6255,13754,11147,4361,11343,4710,819,10397,2425
6255,13754,8145,11343,11147,10397,4710,4361,819,4805
224,1059,7531,16089,4778,9855,17452,2098,14421,5801
6255,13754,8145,11343,11147,10397,4361,4710,819,10331
6255,914,13754,11147,8145,10397,9340,11343,12962,4361
13754,6255,11343,11147,8145,7012,4361,14782,17730,10397
13754,6255,8145,11343,11147,4361,10397,4710,819,4805
13754,10397,6255,11343,11147,8145,4361,4710,4805,819
6255,13754,8145,11343,11147,4361,10397,4710,819,14892
6255,13754,8145,11343,11147,10397,1564,4710,4361,819
6912,4287,5060,15355,11320,11570,3994,2215,11161,13506
12320,5452,6255,13754,8114,8145,11343,11147,1807,8308
12907,12519,10397,8145,3696,6255,11147,13754,4361,11343
13754,6255,11343,11147,8145,4361,10397,819,4710,4805
16016,17586,15697,7181,3506,908,6009,15694,9238,10268
8145,13754,6255,11343,11147,4361,10397,4805,4710,2425
13754,6255,11343,8145,11147,819,4361,10397,4710,4805
6186,6255,8145,13754,11343,4361,11147,4710,819,10397
6402,6255,8145,12032,13754,10397,9371,11343,12828,6769
4491,2172,3173,2710,5603,5253,5691,9843,3504,7523
13754,6255,11343,8145,11147,10397,4710,4361,4805,819
8145,6255,13754,11343,4361,819,4710,11147,10251,7067
6255,8145,13754,11343,11147,4361,4710,10397,819,4805
6255,13754,11343,8145,11147,4361,4710,10397,819,4805
6977,3922,7323,9899,17564,10567,17078,7874,15472,8214
6255,13754,11343,8145,11147,10397,4361,4710,819,4805
6255,13754,8145,11343,11147,4710,10397,4361,819,6769
6255,13754,11343,8145,11147,10397,4710,4361,819,2425
1999,2498,16947,4738,15057,11637,16991,8825,13465,13826
6255,13754,8145,11343,11147,1382,4361,10397,819,4710
13754,6255,11343,8145,11147,10397,819,4361,4710,2425
13754,6255,13669,11343,8145,11147,4361,17730,10397,4710
6255,13754,11343,8145,11147,4361,10397,4710,819,4805
17310,3182,1487,8145,6255,4361,13754,11343,10251,11147
4534,2907,16440,16606,11592,4999,11033,6514,11192,10170
6255,13754,8145,11343,11147,10397,4361,4805,4710,2425
13754,6255,11343,8145,11147,4361,10397,4710,819,4805
6260,13754,6255,11343,11147,8145,4361,14892,10397,8068
6255,13754,11343,8145,11147,4361,10397,4710,819,2425
6255,13754,8145,11343,11147,10397,4710,4361,819,2425
5621,6845,2286,4865,2712,3757,10189,1654,12129,7811
8316,330,4487,4777,7894,9169,16062,3610,13438,2921
3432,14908,7398,9684,10077,3367,5054,15104,895,10240
6255,8145,13754,11343,11147,4361,4710,819,10397,2425
16056,13754,6255,8145,11343,11147,4361,10397,4805,819
8145,6255,13754,4361,5596,11343,11147,10251,4710,10397
13754,6255,11343,8145,11147,4710,10397,4361,4805,819
6255,13754,11343,8145,11147,10397,4361,4710,819,10257
13754,6255,11343,8145,11147,10397,4710,4361,4805,819
6255,13754,11343,8145,11147,10397,4710,4361,819,11935
13754,6255,11343,8145,11147,10397,4361,819,4710,2425
8194,6255,13754,5933,11343,8145,11147,4436,4465,4361
1899,6255,8068,13754,40,10397,8145,14892,17730,11343
6255,13754,8145,11343,6769,819,17730,11147,14892,10331
6255,13754,8145,11343,11147,10397,4710,4361,4805,819
8145,6255,13754,11343,11147,10397,4361,4710,4805,548
13754,6255,8145,11343,11147,4361,10397,819,4710,7186
6255,13754,11343,8145,11147,10397,4710,4361,2425,819
5362,12070,330,787,14583,15952,12205,9899,10087,10808
13973,14264,4373,9517,9388,1599,6922,16767,4676,1150
12070,7894,4777,10087,5362,7756,7840,2532,3570,12590
13754,6255,11343,11147,8145,17730,14892,8068,4361,3362
499,8145,6255,13754,11343,11147,10397,4361,4710,4805
15448,10560,16606,5666,15854,16089,1059,10313,16,5582
13754,6255,11343,11147,8145,10397,4361,819,4710,2425
6255,8145,13754,11343,4361,11147,10397,4710,819,2425
8145,6255,13754,11343,10397,11147,4361,2425,5619,6402
12618,14606,17176,17011,10327,7931,10796,6510,3418,12905
6255,13754,8145,11343,11147,4710,10397,4361,819,11935
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
12989,6008,15348,398,10918,10246,3362,6256,15906,4169
17705,6925,2633,15087,7887,7542,2548,15190,5452,17754
6255,13754,8145,11343,11147,10397,4710,4361,819,2425
6255,8145,6402,10397,13754,11343,4361,5619,11147,10548
7864,10763,10140,16936,15698,137,8145,6255,13754,4361
13754,6255,11343,8145,11147,10397,819,4361,4710,2425
6255,13754,8145,11343,11147,4361,10397,4710,819,4805
12743,16988,5619,12141,3439,11200,10107,2262,12656,2645
9371,6255,14892,14554,13754,4361,8145,7186,7479,15906
16217,4004,1014,10086,12422,6255,13754,8145,11343,4710
8145,6255,13754,11343,11147,4361,10397,4710,819,4805
6255,13754,11343,8145,11147,4361,10397,4710,819,4805
5169,7222,1605,10924,16022,8905,998,8708,982,6126
8194,6255,13754,11343,8145,11147,10397,4710,4361,4436
13754,6255,11343,11147,8145,14892,17730,8068,4361,6769
13754,6255,11343,8145,11147,10397,4710,4361,2425,819
16976,14466,17206,988,17280,6873,5256,11819,7631,17302
15694,5619,6255,8145,6402,11343,13754,9371,4361,16761
7595,12669,10875,11541,1879,14169,15309,6543,7062,342
7795,8046,7981,4904,17142,13806,4331,15438,2436,6255
2141,14743,10570,3860,15294,1635,17629,16485,10900,14900
13553,8145,6255,6402,13754,11343,4361,7186,10397,11147
6255,11343,13754,8145,11147,2425,10397,819,4361,4710
13754,6255,11343,8145,11147,14025,10397,4710,4361,819
678,11174,3395,13754,8145,6255,11343,913,11147,4361
6255,8145,13754,11343,11147,4361,10397,4710,819,514
13132,13069,6340,2645,13848,7231,5619,15322,3040,8068
6255,8145,13754,11343,11147,10397,4361,4710,4805,7067
6255,13754,8145,11343,11147,10397,4361,819,4710,10548
12656,6255,8145,4361,13754,11343,11147,12920,10397,14691
2771,8145,6255,13754,11343,8005,11147,4361,10397,4710
11942,6255,13754,1857,11343,8145,4966,11147,10506,17658
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
6255,8145,13754,4361,11343,11147,10397,4710,2425,819
1724,12230,11748,9299,4624,12479,8256,9078,5006,764
13754,6255,11343,8145,11147,4361,10397,4710,819,4805
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
15915,16596,12615,15261,10397,7501,13069,3398,11710,15894
13754,6255,11343,8145,11147,10397,4710,4361,819,4805
6255,8145,13754,11343,11147,4361,819,4710,10397,14892
4677,13226,9382,15987,12995,4716,16689,6034,4518,8011
6255,13754,11343,8145,11147,4361,10397,4710,819,4805
2743,1382,6255,13754,11343,743,2968,8145,11147,13307
6255,8145,13754,11343,4361,4710,11147,10397,2425,819
6255,11147,13754,11343,10025,8145,17730,7186,6932,10331
6255,13754,11343,8145,11147,4710,4361,10397,819,6402
6255,13754,8145,11343,11147,4710,10397,4361,14892,819
6384,6255,13754,8145,11343,11147,11703,4361,6769,10397
6255,11343,13754,8145,11147,4361,10397,4710,2425,819
15774,7186,6932,6255,17730,13754,7479,15985,14892,8145
10667,8145,6255,13754,4361,11343,11147,4710,10397,819
15196,6255,13754,8145,11343,11147,5614,10397,17335,13063
9111,2336,2305,7353,16758,1523,7141,7926,10492,17586
6256,6402,8145,7012,9371,6255,14554,13754,4361,15655
10352,1903,625,909,2448,6644,9276,5315,13212,13970
6255,13754,11343,8145,11147,4361,10397,4710,819,2425
9392,3338,6255,13754,11343,8145,11147,4710,10397,4805
2670,2436,7795,17142,8046,8265,14862,17117,7981,4904
17730,13754,6255,8068,11343,3362,7186,11147,14892,8145
1911,5472,6934,987,12606,16842,11074,9760,14788,6853
2115,16980,822,6592,6515,8475,3126,17375,2708,4420
6255,13754,11343,8145,11147,10397,4710,4361,819,4805
6255,8145,13754,11343,11147,2317,10397,4710,4361,17730
6255,13754,8145,11343,4361,819,14892,11147,17730,40
14039,14820,11546,10676,14173,5871,2364,5619,2078,10577
5729,17397,16261,6436,10758,16089,16,6720,15448,1059
17616,6255,13754,11343,8145,11147,8194,16031,13806,4361
3235,3503,4043,11876,7519,9044,6008,16169,13916,2708
2441,14622,11364,2458,8145,6255,12505,13754,4361,11343
6255,13754,11343,8145,11147,10397,4805,4710,4361,2425
6255,8145,13754,11343,11147,4361,10397,4710,819,2425
14227,14850,6255,8145,13754,11343,12914,11147,10397,958
3786,13844,6079,8100,2385,10152,17096,1655,9107,5276
11703,8145,6255,13754,11343,14739,4361,11147,14892,10397
13754,6255,11343,11147,8145,4361,10397,17730,819,8068
2842,6255,13754,6275,15198,11343,8145,10397,7422,11147
4779,10062,12110,12391,6255,8145,13754,11343,12417,11147
13754,6255,11343,8145,15437,6797,2425,11147,11344,4361
6255,13754,11343,8145,11147,819,4361,4710,10397,2425
313,287,6186,6563,291,16601,6255,8145,7067,13754
13015,7950,8145,6255,13754,11343,11147,4710,10397,4361
17726,6255,8734,10397,6402,10869,16473,13754,2544,809
6255,8145,13754,11343,11147,4361,4710,10397,819,4805
17096,4885,14756,2683,15185,16040,9094,948,2027,2551
13037,8145,4361,4710,6255,6402,13754,514,12052,11343
5311,8818,8145,7166,6255,13754,11343,4361,6769,11147
6008,9044,5130,13793,15413,15348,14554,3362,6932,1368
13754,6255,8145,11343,11147,10397,4361,819,4805,4710
6255,8145,13754,11343,10397,11147,4361,4710,6402,10548
6124,2088,698,8227,4747,1507,15000,11323,7112,2201
1037,2548,12320,17754,15087,15060,3295,2618,15274,14987
3860,10397,6255,13754,11147,11343,8145,4710,4361,4805
8708,8408,525,1228,1535,16186,546,2737,3666,3858
6255,13754,8145,11343,11147,4361,10397,4710,2029,1329
13754,6255,11343,11147,8145,10397,4361,4805,4710,17730
8145,11147,6255,13754,11343,819,4361,6389,10397,4710
6255,13754,11343,8145,11147,12649,4361,10397,4710,819
6255,8145,13754,11343,4583,11147,4361,10397,10566,10548
6255,13754,11343,8145,4361,11147,11008,10397,4710,6402
6255,13754,11343,8145,11147,10397,4361,4710,819,4805
6897,804,10799,16690,13712,3912,11871,6946,8247,14007
14240,8218,1843,9637,10509,17356,11917,4798,12075,9097
8573,13673,13499,16750,2255,15510,8844,12522,1291,17228
6255,13754,8145,11343,11147,10397,4710,4361,819,4805
6255,13754,8145,6402,4361,5619,11343,2277,12828,4710
6255,8145,13754,11343,11147,4361,10397,4710,819,14892
6255,8145,13754,11343,11147,4361,10397,4710,819,4805
12256,6255,13754,11343,8145,11147,10397,4710,4361,819
13754,6255,11343,11147,8145,4361,10397,4710,819,4805
13754,6255,11343,11147,8145,4361,10397,4710,819,4805
10332,2235,8145,13649,6255,13754,11343,11147,4361,10397
6255,13754,10548,10397,8145,11343,11147,4361,4710,2425
8395,6255,13754,11343,8145,11147,4710,4361,10397,819
15321,5820,4527,4483,8139,11236,15362,10133,5358,3746
3837,8052,12649,6255,13754,8145,11343,11147,4361,10397
6320,6255,13754,8145,11343,10397,11147,588,4361,4805
14453,6041,174,7634,5694,3384,7626,5923,328,12689
13754,6255,11343,11147,8145,10397,4361,4805,4710,2425
318,5619,10397,13848,6255,8145,12141,13754,11343,4361
10397,6255,13754,15915,11343,8145,11147,3398,277,4361
13899,15274,9894,13754,6255,11343,8995,11147,9645,8145
2017,8435,13591,4348,8145,6255,13754,11343,11147,4361
503,16396,12241,10360,6282,1207,8174,9835,5165,1651
13754,6255,11343,11147,8145,10397,4361,4710,4805,819
12103,13754,6255,13036,1857,11343,17658,11147,8145,2913
6255,6389,7153,8145,13754,4361,11343,11147,10397,4710
8145,6255,13754,11343,14892,11147,5619,4710,4361,10397
5588,16766,4840,6267,15233,14888,8098,15372,8117,14136
6255,13754,11343,8145,11147,10397,4361,4710,819,2425
15348,6932,12989,17730,6255,8145,13754,3362,8068,11343
11824,12710,9957,10438,15895,3854,14686,16156,9000,13146
6255,13754,8145,11343,11147,10397,4361,4710,2425,819
13099,10018,10661,10969,3878,1617,14209,6250,11550,1740
6255,10397,13754,11343,8145,4361,10548,11147,819,4710
8145,6255,13754,4710,11343,7975,4361,11147,10397,819
2107,17321,11704,2143,10282,6255,8145,11343,13754,4710
10960,15293,9765,11382,478,4010,3347,5507,9192,6255
